"studyName","Name","Latitude (º)","Longitude (º)","Grid code","Notes"
"Sampling Grid",670.180,-63.62781,-65.59186,2,
"Sampling Grid",670.185,-63.59758,-65.66636,2,
"Sampling Grid",670.190,-63.56732,-65.7407,2,
"Sampling Grid",670.195,-63.53702,-65.81488,2,
"Sampling Grid",670.200,-63.50668,-65.8889,2,
"Sampling Grid",675.000,-64.65485,-62.73471,2,
"Sampling Grid",675.500,-64.62613,-62.8151,2,
"Sampling Grid",675.100,-64.59737,-62.89532,2,
"Sampling Grid",675.150,-64.56856,-62.97536,2,
"Sampling Grid",675.200,-64.53972,-63.05524,2,
"Sampling Grid",675.250,-64.51083,-63.13495,2,
"Sampling Grid",675.300,-64.48189,-63.21449,2,
"Sampling Grid",675.350,-64.45291,-63.29386,2,
"Sampling Grid",675.400,-64.42389,-63.37307,2,
"Sampling Grid",675.450,-64.39483,-63.45211,2,
"Sampling Grid",675.500,-64.36573,-63.53098,2,
"Sampling Grid",675.550,-64.33658,-63.60968,2,
"Sampling Grid",675.600,-64.30739,-63.68822,2,
"Sampling Grid",675.650,-64.27816,-63.76659,2,
"Sampling Grid",675.700,-64.24888,-63.84479,2,
"Sampling Grid",675.750,-64.21957,-63.92283,2,
"Sampling Grid",675.800,-64.19021,-64.00071,2,
"Sampling Grid",675.850,-64.16081,-64.07842,2,
"Sampling Grid",675.900,-64.13137,-64.15596,2,
"Sampling Grid",675.950,-64.10189,-64.23335,2,
"Sampling Grid",675.100,-64.07237,-64.31056,2,
"Sampling Grid",675.105,-64.04281,-64.38762,2,
"Sampling Grid",675.110,-64.01321,-64.46451,2,
"Sampling Grid",675.115,-63.98357,-64.54124,2,
"Sampling Grid",675.120,-63.95389,-64.6178,2,
"Sampling Grid",675.125,-63.92416,-64.69421,2,
"Sampling Grid",675.130,-63.8944,-64.77045,2,
"Sampling Grid",675.135,-63.8646,-64.84653,2,
"Sampling Grid",675.140,-63.83476,-64.92244,2,
"Sampling Grid",675.145,-63.80488,-64.9982,2,
"Sampling Grid",675.150,-63.77496,-65.0738,2,
"Sampling Grid",675.155,-63.745,-65.14924,2,
"Sampling Grid",675.160,-63.715,-65.22451,2,
"Sampling Grid",675.165,-63.68496,-65.29963,2,
"Sampling Grid",675.170,-63.65489,-65.37459,2,
"Sampling Grid",675.175,-63.62477,-65.44939,2,
"Sampling Grid",675.180,-63.59462,-65.52403,2,
"Sampling Grid",675.185,-63.56443,-65.59851,2,
"Sampling Grid",675.190,-63.5342,-65.67284,2,
"Sampling Grid",675.195,-63.50393,-65.74701,2,
"Sampling Grid",675.200,-63.47363,-65.82102,2,
"Sampling Grid",680.000,-64.62034,-62.66785,2,
"Sampling Grid",680.500,-64.59166,-62.7482,2,
"Sampling Grid",680.100,-64.56294,-62.82839,2,
"Sampling Grid",680.150,-64.53417,-62.9084,2,
"Sampling Grid",680.200,-64.50536,-62.98825,2,
"Sampling Grid",680.250,-64.4765,-63.06793,2,
"Sampling Grid",680.300,-64.4476,-63.14744,2,
"Sampling Grid",680.350,-64.41866,-63.22679,2,
"Sampling Grid",680.400,-64.38968,-63.30597,2,
"Sampling Grid",680.450,-64.36065,-63.38498,2,
"Sampling Grid",680.500,-64.33158,-63.46382,2,
"Sampling Grid",680.550,-64.30247,-63.5425,2,
"Sampling Grid",680.600,-64.27332,-63.62101,2,
"Sampling Grid",680.650,-64.24412,-63.69936,2,
"Sampling Grid",680.700,-64.21488,-63.77754,2,
"Sampling Grid",680.750,-64.1856,-63.85555,2,
"Sampling Grid",680.800,-64.15628,-63.9334,2,
"Sampling Grid",680.850,-64.12692,-64.01109,2,
"Sampling Grid",680.900,-64.09752,-64.08861,2,
"Sampling Grid",680.950,-64.06807,-64.16597,2,
"Sampling Grid",680.100,-64.03859,-64.24317,2,
"Sampling Grid",680.105,-64.00906,-64.3202,2,
"Sampling Grid",680.110,-63.9795,-64.39707,2,
"Sampling Grid",680.115,-63.94989,-64.47378,2,
"Sampling Grid",680.120,-63.92024,-64.55033,2,
"Sampling Grid",680.125,-63.89056,-64.62671,2,
"Sampling Grid",680.130,-63.86083,-64.70293,2,
"Sampling Grid",680.135,-63.83106,-64.77899,2,
"Sampling Grid",680.140,-63.80126,-64.8549,2,
"Sampling Grid",680.145,-63.77141,-64.93064,2,
"Sampling Grid",680.150,-63.74153,-65.00622,2,
"Sampling Grid",680.155,-63.7116,-65.08164,2,
"Sampling Grid",680.160,-63.68164,-65.1569,2,
"Sampling Grid",680.165,-63.65164,-65.232,2,
"Sampling Grid",680.170,-63.6216,-65.30694,2,
"Sampling Grid",680.175,-63.59152,-65.38173,2,
"Sampling Grid",680.180,-63.5614,-65.45636,2,
"Sampling Grid",680.185,-63.53124,-65.53083,2,
"Sampling Grid",680.190,-63.50105,-65.60514,2,
"Sampling Grid",680.195,-63.47082,-65.67929,2,
"Sampling Grid",680.200,-63.44055,-65.75329,2,
"Sampling Grid",685.000,-64.58581,-62.60115,2,
"Sampling Grid",685.500,-64.55716,-62.68147,2,
"Sampling Grid",685.100,-64.52847,-62.76163,2,
"Sampling Grid",685.150,-64.49974,-62.84161,2,
"Sampling Grid",685.200,-64.47097,-62.92143,2,
"Sampling Grid",685.250,-64.44215,-63.00108,2,
"Sampling Grid",685.300,-64.41328,-63.08056,2,
"Sampling Grid",685.350,-64.38438,-63.15988,2,
"Sampling Grid",685.400,-64.35543,-63.23903,2,
"Sampling Grid",685.450,-64.32644,-63.31801,2,
"Sampling Grid",685.500,-64.29741,-63.39683,2,
"Sampling Grid",685.550,-64.26833,-63.47548,2,
"Sampling Grid",685.600,-64.23921,-63.55397,2,
"Sampling Grid",685.650,-64.21005,-63.63229,2,
"Sampling Grid",685.700,-64.18085,-63.71044,2,
"Sampling Grid",685.750,-64.15161,-63.78844,2,
"Sampling Grid",685.800,-64.12232,-63.86626,2,
"Sampling Grid",685.850,-64.093,-63.94393,2,
"Sampling Grid",685.900,-64.06363,-64.02143,2,
"Sampling Grid",685.950,-64.03422,-64.09876,2,
"Sampling Grid",685.100,-64.00477,-64.17594,2,
"Sampling Grid",685.105,-63.97528,-64.25295,2,
"Sampling Grid",685.110,-63.94575,-64.3298,2,
"Sampling Grid",685.115,-63.91618,-64.40649,2,
"Sampling Grid",685.120,-63.88657,-64.48301,2,
"Sampling Grid",685.125,-63.85692,-64.55938,2,
"Sampling Grid",685.130,-63.82722,-64.63558,2,
"Sampling Grid",685.135,-63.79749,-64.71162,2,
"Sampling Grid",685.140,-63.76772,-64.78751,2,
"Sampling Grid",685.145,-63.73791,-64.86323,2,
"Sampling Grid",685.150,-63.70806,-64.93879,2,
"Sampling Grid",685.155,-63.67817,-65.0142,2,
"Sampling Grid",685.160,-63.64825,-65.08944,2,
"Sampling Grid",685.165,-63.61828,-65.16453,2,
"Sampling Grid",685.170,-63.58827,-65.23946,2,
"Sampling Grid",685.175,-63.55823,-65.31423,2,
"Sampling Grid",685.180,-63.52815,-65.38884,2,
"Sampling Grid",685.185,-63.49803,-65.4633,2,
"Sampling Grid",685.190,-63.46787,-65.53759,2,
"Sampling Grid",685.195,-63.43767,-65.61174,2,
"Sampling Grid",685.200,-63.40744,-65.68572,2,
"Sampling Grid",690.000,-64.55124,-62.53462,2,
"Sampling Grid",690.500,-64.52263,-62.61491,2,
"Sampling Grid",690.100,-64.49398,-62.69503,2,
"Sampling Grid",690.150,-64.46528,-62.77499,2,
"Sampling Grid",690.200,-64.43655,-62.85478,2,
"Sampling Grid",690.250,-64.40776,-62.9344,2,
"Sampling Grid",690.300,-64.37894,-63.01385,2,
"Sampling Grid",690.350,-64.35007,-63.09314,2,
"Sampling Grid",690.400,-64.32115,-63.17226,2,
"Sampling Grid",690.450,-64.2922,-63.25122,2,
"Sampling Grid",690.500,-64.2632,-63.33,2,
"Sampling Grid",690.550,-64.23416,-63.40863,2,
"Sampling Grid",690.600,-64.20508,-63.48709,2,
"Sampling Grid",690.650,-64.17595,-63.56538,2,
"Sampling Grid",690.700,-64.14679,-63.64351,2,
"Sampling Grid",690.750,-64.11758,-63.72148,2,
"Sampling Grid",690.800,-64.08833,-63.79929,2,
"Sampling Grid",690.850,-64.05904,-63.87693,2,
"Sampling Grid",690.900,-64.02971,-63.9544,2,
"Sampling Grid",690.950,-64.00034,-64.03172,2,
"Sampling Grid",690.100,-63.97092,-64.10887,2,
"Sampling Grid",690.105,-63.94147,-64.18586,2,
"Sampling Grid",690.110,-63.91197,-64.26269,2,
"Sampling Grid",690.115,-63.88244,-64.33935,2,
"Sampling Grid",690.120,-63.85286,-64.41586,2,
"Sampling Grid",690.125,-63.82324,-64.4922,2,
"Sampling Grid",690.130,-63.79359,-64.56839,2,
"Sampling Grid",690.135,-63.76389,-64.64441,2,
"Sampling Grid",690.140,-63.73416,-64.72028,2,
"Sampling Grid",690.145,-63.70438,-64.79598,2,
"Sampling Grid",690.150,-63.67457,-64.87153,2,
"Sampling Grid",690.155,-63.64471,-64.94691,2,
"Sampling Grid",690.160,-63.61482,-65.02214,2,
"Sampling Grid",690.165,-63.58489,-65.09721,2,
"Sampling Grid",690.170,-63.55492,-65.17213,2,
"Sampling Grid",690.175,-63.52491,-65.24688,2,
"Sampling Grid",690.180,-63.49486,-65.32148,2,
"Sampling Grid",690.185,-63.46478,-65.39592,2,
"Sampling Grid",690.190,-63.43465,-65.47021,2,
"Sampling Grid",690.195,-63.40449,-65.54434,2,
"Sampling Grid",690.200,-63.37429,-65.61831,2,
"Sampling Grid",695.000,-64.51665,-62.46826,2,
"Sampling Grid",695.500,-64.48807,-62.54852,2,
"Sampling Grid",695.100,-64.45946,-62.62861,2,
"Sampling Grid",695.150,-64.4308,-62.70853,2,
"Sampling Grid",695.200,-64.40209,-62.78829,2,
"Sampling Grid",695.250,-64.37335,-62.86788,2,
"Sampling Grid",695.300,-64.34456,-62.94731,2,
"Sampling Grid",695.350,-64.31572,-63.02656,2,
"Sampling Grid",695.400,-64.28685,-63.10566,2,
"Sampling Grid",695.450,-64.25793,-63.18458,2,
"Sampling Grid",695.500,-64.22896,-63.26335,2,
"Sampling Grid",695.550,-64.19996,-63.34194,2,
"Sampling Grid",695.600,-64.17091,-63.42038,2,
"Sampling Grid",695.650,-64.14182,-63.49864,2,
"Sampling Grid",695.700,-64.11269,-63.57675,2,
"Sampling Grid",695.750,-64.08352,-63.65469,2,
"Sampling Grid",695.800,-64.05431,-63.73247,2,
"Sampling Grid",695.850,-64.02505,-63.81009,2,
"Sampling Grid",695.900,-63.99576,-63.88754,2,
"Sampling Grid",695.950,-63.96642,-63.96483,2,
"Sampling Grid",695.100,-63.93704,-64.04196,2,
"Sampling Grid",695.105,-63.90762,-64.11893,2,
"Sampling Grid",695.110,-63.87816,-64.19574,2,
"Sampling Grid",695.115,-63.84866,-64.27238,2,
"Sampling Grid",695.120,-63.81912,-64.34887,2,
"Sampling Grid",695.125,-63.78954,-64.42519,2,
"Sampling Grid",695.130,-63.75992,-64.50136,2,
"Sampling Grid",695.135,-63.73026,-64.57736,2,
"Sampling Grid",695.140,-63.70056,-64.65321,2,
"Sampling Grid",695.145,-63.67082,-64.72889,2,
"Sampling Grid",695.150,-63.64104,-64.80442,2,
"Sampling Grid",695.155,-63.61122,-64.87979,2,
"Sampling Grid",695.160,-63.58136,-64.955,2,
"Sampling Grid",695.165,-63.55147,-65.03006,2,
"Sampling Grid",695.170,-63.52153,-65.10495,2,
"Sampling Grid",695.175,-63.49156,-65.17969,2,
"Sampling Grid",695.180,-63.46155,-65.25428,2,
"Sampling Grid",695.185,-63.43149,-65.3287,2,
"Sampling Grid",695.190,-63.40141,-65.40298,2,
"Sampling Grid",695.195,-63.37128,-65.47709,2,
"Sampling Grid",695.200,-63.34111,-65.55105,2,
"Sampling Grid",700.000,-64.48202,-62.40207,2,
"Sampling Grid",700.500,-64.45349,-62.48229,2,
"Sampling Grid",700.100,-64.4249,-62.56235,2,
"Sampling Grid",700.150,-64.39628,-62.64225,2,
"Sampling Grid",700.200,-64.36761,-62.72197,2,
"Sampling Grid",700.250,-64.3389,-62.80153,2,
"Sampling Grid",700.300,-64.31015,-62.88092,2,
"Sampling Grid",700.350,-64.28135,-62.96015,2,
"Sampling Grid",700.400,-64.25251,-63.03922,2,
"Sampling Grid",700.450,-64.22362,-63.11812,2,
"Sampling Grid",700.500,-64.1947,-63.19685,2,
"Sampling Grid",700.550,-64.16573,-63.27542,2,
"Sampling Grid",700.600,-64.13672,-63.35383,2,
"Sampling Grid",700.650,-64.10766,-63.43207,2,
"Sampling Grid",700.700,-64.07857,-63.51015,2,
"Sampling Grid",700.750,-64.04943,-63.58807,2,
"Sampling Grid",700.800,-64.02026,-63.66582,2,
"Sampling Grid",700.850,-63.99104,-63.74341,2,
"Sampling Grid",700.900,-63.96178,-63.82084,2,
"Sampling Grid",700.950,-63.93247,-63.89811,2,
"Sampling Grid",700.100,-63.90313,-63.97522,2,
"Sampling Grid",700.105,-63.87375,-64.05216,2,
"Sampling Grid",700.110,-63.84432,-64.12894,2,
"Sampling Grid",700.115,-63.81486,-64.20557,2,
"Sampling Grid",700.120,-63.78535,-64.28203,2,
"Sampling Grid",700.125,-63.75581,-64.35834,2,
"Sampling Grid",700.130,-63.72622,-64.43448,2,
"Sampling Grid",700.135,-63.69659,-64.51047,2,
"Sampling Grid",700.140,-63.66693,-64.5863,2,
"Sampling Grid",700.145,-63.63722,-64.66196,2,
"Sampling Grid",700.150,-63.60748,-64.73747,2,
"Sampling Grid",700.155,-63.5777,-64.81283,2,
"Sampling Grid",700.160,-63.54787,-64.88802,2,
"Sampling Grid",700.165,-63.51801,-64.96306,2,
"Sampling Grid",700.170,-63.48811,-65.03794,2,
"Sampling Grid",700.175,-63.45817,-65.11266,2,
"Sampling Grid",700.180,-63.4282,-65.18723,2,
"Sampling Grid",700.185,-63.39818,-65.26164,2,
"Sampling Grid",700.190,-63.36813,-65.3359,2,
"Sampling Grid",700.195,-63.33803,-65.41,2,
"Sampling Grid",700.200,-63.3079,-65.48395,2,
"Sampling Grid",705.000,-64.44737,-62.33604,2,
"Sampling Grid",705.500,-64.41887,-62.41624,2,
"Sampling Grid",705.100,-64.39032,-62.49626,2,
"Sampling Grid",705.150,-64.36173,-62.57612,2,
"Sampling Grid",705.200,-64.3331,-62.65582,2,
"Sampling Grid",705.250,-64.30442,-62.73535,2,
"Sampling Grid",705.300,-64.27571,-62.81471,2,
"Sampling Grid",705.350,-64.24694,-62.89391,2,
"Sampling Grid",705.400,-64.21814,-62.97294,2,
"Sampling Grid",705.450,-64.18929,-63.05181,2,
"Sampling Grid",705.500,-64.1604,-63.13052,2,
"Sampling Grid",705.550,-64.13147,-63.20906,2,
"Sampling Grid",705.600,-64.10249,-63.28744,2,
"Sampling Grid",705.650,-64.07347,-63.36566,2,
"Sampling Grid",705.700,-64.04442,-63.44371,2,
"Sampling Grid",705.750,-64.01531,-63.5216,2,
"Sampling Grid",705.800,-63.98617,-63.59933,2,
"Sampling Grid",705.850,-63.95699,-63.6769,2,
"Sampling Grid",705.900,-63.92776,-63.7543,2,
"Sampling Grid",705.950,-63.8985,-63.83155,2,
"Sampling Grid",705.100,-63.86919,-63.90863,2,
"Sampling Grid",705.105,-63.83984,-63.98555,2,
"Sampling Grid",705.110,-63.81045,-64.06232,2,
"Sampling Grid",705.115,-63.78102,-64.13892,2,
"Sampling Grid",705.120,-63.75155,-64.21536,2,
"Sampling Grid",705.125,-63.72204,-64.29165,2,
"Sampling Grid",705.130,-63.69249,-64.36777,2,
"Sampling Grid",705.135,-63.6629,-64.44374,2,
"Sampling Grid",705.140,-63.63327,-64.51954,2,
"Sampling Grid",705.145,-63.6036,-64.59519,2,
"Sampling Grid",705.150,-63.57389,-64.67068,2,
"Sampling Grid",705.155,-63.54414,-64.74602,2,
"Sampling Grid",705.160,-63.51435,-64.8212,2,
"Sampling Grid",705.165,-63.48453,-64.89622,2,
"Sampling Grid",705.170,-63.45466,-64.97108,2,
"Sampling Grid",705.175,-63.42476,-65.04579,2,
"Sampling Grid",705.180,-63.39481,-65.12034,2,
"Sampling Grid",705.185,-63.36483,-65.19474,2,
"Sampling Grid",705.190,-63.33481,-65.26898,2,
"Sampling Grid",705.195,-63.30476,-65.34307,2,
"Sampling Grid",705.200,-63.27466,-65.417,2,
"Sampling Grid",710.000,-64.41268,-62.27019,2,
"Sampling Grid",710.500,-64.38422,-62.35035,2,
"Sampling Grid",710.100,-64.35571,-62.43034,2,
"Sampling Grid",710.150,-64.32716,-62.51017,2,
"Sampling Grid",710.200,-64.29856,-62.58983,2,
"Sampling Grid",710.250,-64.26992,-62.66933,2,
"Sampling Grid",710.300,-64.24124,-62.74866,2,
"Sampling Grid",710.350,-64.21251,-62.82783,2,
"Sampling Grid",710.400,-64.18374,-62.90683,2,
"Sampling Grid",710.450,-64.15493,-62.98568,2,
"Sampling Grid",710.500,-64.12607,-63.06435,2,
"Sampling Grid",710.550,-64.09717,-63.14287,2,
"Sampling Grid",710.600,-64.06824,-63.22122,2,
"Sampling Grid",710.650,-64.03925,-63.29941,2,
"Sampling Grid",710.700,-64.01023,-63.37743,2,
"Sampling Grid",710.750,-63.98116,-63.4553,2,
"Sampling Grid",710.800,-63.95206,-63.533,2,
"Sampling Grid",710.850,-63.92291,-63.61055,2,
"Sampling Grid",710.900,-63.89372,-63.68793,2,
"Sampling Grid",710.950,-63.86449,-63.76515,2,
"Sampling Grid",710.100,-63.83521,-63.84221,2,
"Sampling Grid",710.105,-63.8059,-63.91911,2,
"Sampling Grid",710.110,-63.77655,-63.99585,2,
"Sampling Grid",710.115,-63.74715,-64.07243,2,
"Sampling Grid",710.120,-63.71772,-64.14885,2,
"Sampling Grid",710.125,-63.68824,-64.22511,2,
"Sampling Grid",710.130,-63.65873,-64.30121,2,
"Sampling Grid",710.135,-63.62917,-64.37716,2,
"Sampling Grid",710.140,-63.59958,-64.45295,2,
"Sampling Grid",710.145,-63.56994,-64.52858,2,
"Sampling Grid",710.150,-63.54027,-64.60405,2,
"Sampling Grid",710.155,-63.51055,-64.67937,2,
"Sampling Grid",710.160,-63.4808,-64.75453,2,
"Sampling Grid",710.165,-63.45101,-64.82953,2,
"Sampling Grid",710.170,-63.42118,-64.90438,2,
"Sampling Grid",710.175,-63.39131,-64.97907,2,
"Sampling Grid",710.180,-63.3614,-65.05361,2,
"Sampling Grid",710.185,-63.33145,-65.12799,2,
"Sampling Grid",710.190,-63.30147,-65.20221,2,
"Sampling Grid",710.195,-63.27145,-65.27629,2,
"Sampling Grid",710.200,-63.24139,-65.3502,2,
"Sampling Grid",715.000,-64.37797,-62.20449,2,
"Sampling Grid",715.500,-64.34954,-62.28462,2,
"Sampling Grid",715.100,-64.32107,-62.36458,2,
"Sampling Grid",715.150,-64.29255,-62.44438,2,
"Sampling Grid",715.200,-64.26399,-62.52401,2,
"Sampling Grid",715.250,-64.23538,-62.60347,2,
"Sampling Grid",715.300,-64.20674,-62.68277,2,
"Sampling Grid",715.350,-64.17805,-62.76191,2,
"Sampling Grid",715.400,-64.14931,-62.84089,2,
"Sampling Grid",715.450,-64.12053,-62.9197,2,
"Sampling Grid",715.500,-64.09171,-62.99835,2,
"Sampling Grid",715.550,-64.06285,-63.07683,2,
"Sampling Grid",715.600,-64.03395,-63.15516,2,
"Sampling Grid",715.650,-64.005,-63.23332,2,
"Sampling Grid",715.700,-63.97601,-63.31132,2,
"Sampling Grid",715.750,-63.94698,-63.38916,2,
"Sampling Grid",715.800,-63.91791,-63.46684,2,
"Sampling Grid",715.850,-63.8888,-63.54435,2,
"Sampling Grid",715.900,-63.85964,-63.62171,2,
"Sampling Grid",715.950,-63.83045,-63.69891,2,
"Sampling Grid",715.100,-63.80121,-63.77594,2,
"Sampling Grid",715.105,-63.77193,-63.85282,2,
"Sampling Grid",715.110,-63.74261,-63.92954,2,
"Sampling Grid",715.115,-63.71325,-64.00609,2,
"Sampling Grid",715.120,-63.68385,-64.08249,2,
"Sampling Grid",715.125,-63.65441,-64.15873,2,
"Sampling Grid",715.130,-63.62493,-64.23482,2,
"Sampling Grid",715.135,-63.59541,-64.31074,2,
"Sampling Grid",715.140,-63.56585,-64.38651,2,
"Sampling Grid",715.145,-63.53625,-64.46212,2,
"Sampling Grid",715.150,-63.50661,-64.53758,2,
"Sampling Grid",715.155,-63.47693,-64.61287,2,
"Sampling Grid",715.160,-63.44722,-64.68802,2,
"Sampling Grid",715.165,-63.41746,-64.763,2,
"Sampling Grid",715.170,-63.38766,-64.83783,2,
"Sampling Grid",715.175,-63.35783,-64.91251,2,
"Sampling Grid",715.180,-63.32796,-64.98703,2,
"Sampling Grid",715.185,-63.29804,-65.06139,2,
"Sampling Grid",715.190,-63.26809,-65.1356,2,
"Sampling Grid",715.195,-63.23811,-65.20966,2,
"Sampling Grid",715.200,-63.20808,-65.28356,2,
"Sampling Grid",720.000,-64.34323,-62.13897,2,
"Sampling Grid",720.500,-64.31483,-62.21906,2,
"Sampling Grid",720.100,-64.28639,-62.29899,2,
"Sampling Grid",720.150,-64.25791,-62.37875,2,
"Sampling Grid",720.200,-64.22939,-62.45835,2,
"Sampling Grid",720.250,-64.20082,-62.53778,2,
"Sampling Grid",720.300,-64.17221,-62.61705,2,
"Sampling Grid",720.350,-64.14355,-62.69616,2,
"Sampling Grid",720.400,-64.11485,-62.77511,2,
"Sampling Grid",720.450,-64.08611,-62.85389,2,
"Sampling Grid",720.500,-64.05733,-62.93251,2,
"Sampling Grid",720.550,-64.0285,-63.01096,2,
"Sampling Grid",720.600,-63.99963,-63.08926,2,
"Sampling Grid",720.650,-63.97072,-63.1674,2,
"Sampling Grid",720.700,-63.94177,-63.24537,2,
"Sampling Grid",720.750,-63.91277,-63.32318,2,
"Sampling Grid",720.800,-63.88374,-63.40083,2,
"Sampling Grid",720.850,-63.85466,-63.47832,2,
"Sampling Grid",720.900,-63.82554,-63.55565,2,
"Sampling Grid",720.950,-63.79638,-63.63283,2,
"Sampling Grid",720.100,-63.76717,-63.70984,2,
"Sampling Grid",720.105,-63.73793,-63.78669,2,
"Sampling Grid",720.110,-63.70865,-63.86339,2,
"Sampling Grid",720.115,-63.67932,-63.93992,2,
"Sampling Grid",720.120,-63.64996,-64.0163,2,
"Sampling Grid",720.125,-63.62055,-64.09252,2,
"Sampling Grid",720.130,-63.59111,-64.16858,2,
"Sampling Grid",720.135,-63.56162,-64.24448,2,
"Sampling Grid",720.140,-63.5321,-64.32023,2,
"Sampling Grid",720.145,-63.50253,-64.39582,2,
"Sampling Grid",720.150,-63.47293,-64.47126,2,
"Sampling Grid",720.155,-63.44328,-64.54654,2,
"Sampling Grid",720.160,-63.4136,-64.62166,2,
"Sampling Grid",720.165,-63.38388,-64.69663,2,
"Sampling Grid",720.170,-63.35412,-64.77144,2,
"Sampling Grid",720.175,-63.32432,-64.8461,2,
"Sampling Grid",720.180,-63.29448,-64.9206,2,
"Sampling Grid",720.185,-63.2646,-64.99495,2,
"Sampling Grid",720.190,-63.23469,-65.06914,2,
"Sampling Grid",720.195,-63.20473,-65.14319,2,
"Sampling Grid",720.200,-63.17474,-65.21707,2,
"Sampling Grid",725.000,-64.30845,-62.0736,2,
"Sampling Grid",725.500,-64.2801,-62.15366,2,
"Sampling Grid",725.100,-64.25169,-62.23356,2,
"Sampling Grid",725.150,-64.22325,-62.31329,2,
"Sampling Grid",725.200,-64.19476,-62.39285,2,
"Sampling Grid",725.250,-64.16622,-62.47225,2,
"Sampling Grid",725.300,-64.13765,-62.55149,2,
"Sampling Grid",725.350,-64.10903,-62.63057,2,
"Sampling Grid",725.400,-64.08036,-62.70949,2,
"Sampling Grid",725.450,-64.05166,-62.78824,2,
"Sampling Grid",725.500,-64.02291,-62.86683,2,
"Sampling Grid",725.550,-63.99412,-62.94526,2,
"Sampling Grid",725.600,-63.96528,-63.02352,2,
"Sampling Grid",725.650,-63.93641,-63.10163,2,
"Sampling Grid",725.700,-63.90749,-63.17958,2,
"Sampling Grid",725.750,-63.87853,-63.25736,2,
"Sampling Grid",725.800,-63.84953,-63.33499,2,
"Sampling Grid",725.850,-63.82049,-63.41245,2,
"Sampling Grid",725.900,-63.7914,-63.48976,2,
"Sampling Grid",725.950,-63.76228,-63.56691,2,
"Sampling Grid",725.100,-63.73311,-63.64389,2,
"Sampling Grid",725.105,-63.7039,-63.72072,2,
"Sampling Grid",725.110,-63.67465,-63.79739,2,
"Sampling Grid",725.115,-63.64536,-63.87391,2,
"Sampling Grid",725.120,-63.61603,-63.95026,2,
"Sampling Grid",725.125,-63.58666,-64.02646,2,
"Sampling Grid",725.130,-63.55725,-64.1025,2,
"Sampling Grid",725.135,-63.5278,-64.17838,2,
"Sampling Grid",725.140,-63.49831,-64.25411,2,
"Sampling Grid",725.145,-63.46878,-64.32968,2,
"Sampling Grid",725.150,-63.43921,-64.4051,2,
"Sampling Grid",725.155,-63.4096,-64.48035,2,
"Sampling Grid",725.160,-63.37995,-64.55546,2,
"Sampling Grid",725.165,-63.35027,-64.63041,2,
"Sampling Grid",725.170,-63.32054,-64.7052,2,
"Sampling Grid",725.175,-63.29077,-64.77984,2,
"Sampling Grid",725.180,-63.26097,-64.85433,2,
"Sampling Grid",725.185,-63.23113,-64.92866,2,
"Sampling Grid",725.190,-63.20125,-65.00284,2,
"Sampling Grid",725.195,-63.17133,-65.07687,2,
"Sampling Grid",725.200,-63.14137,-65.15074,2,
"Sampling Grid",730.000,-64.27365,-62.00841,2,
"Sampling Grid",730.500,-64.24533,-62.08843,2,
"Sampling Grid",730.100,-64.21696,-62.16829,2,
"Sampling Grid",730.150,-64.18855,-62.24799,2,
"Sampling Grid",730.200,-64.1601,-62.32752,2,
"Sampling Grid",730.250,-64.1316,-62.40689,2,
"Sampling Grid",730.300,-64.10306,-62.4861,2,
"Sampling Grid",730.350,-64.07447,-62.56514,2,
"Sampling Grid",730.400,-64.04585,-62.64403,2,
"Sampling Grid",730.450,-64.01717,-62.72275,2,
"Sampling Grid",730.500,-63.98846,-62.80131,2,
"Sampling Grid",730.550,-63.95971,-62.87971,2,
"Sampling Grid",730.600,-63.93091,-62.95795,2,
"Sampling Grid",730.650,-63.90207,-63.03603,2,
"Sampling Grid",730.700,-63.87318,-63.11395,2,
"Sampling Grid",730.750,-63.84426,-63.1917,2,
"Sampling Grid",730.800,-63.81529,-63.2693,2,
"Sampling Grid",730.850,-63.78629,-63.34674,2,
"Sampling Grid",730.900,-63.75724,-63.42402,2,
"Sampling Grid",730.950,-63.72814,-63.50114,2,
"Sampling Grid",730.100,-63.69901,-63.57811,2,
"Sampling Grid",730.105,-63.66984,-63.65491,2,
"Sampling Grid",730.110,-63.64063,-63.73156,2,
"Sampling Grid",730.115,-63.61137,-63.80805,2,
"Sampling Grid",730.120,-63.58208,-63.88438,2,
"Sampling Grid",730.125,-63.55274,-63.96056,2,
"Sampling Grid",730.130,-63.52336,-64.03657,2,
"Sampling Grid",730.135,-63.49395,-64.11244,2,
"Sampling Grid",730.140,-63.46449,-64.18814,2,
"Sampling Grid",730.145,-63.435,-64.26369,2,
"Sampling Grid",730.150,-63.40546,-64.33909,2,
"Sampling Grid",730.155,-63.37589,-64.41433,2,
"Sampling Grid",730.160,-63.34627,-64.48941,2,
"Sampling Grid",730.165,-63.31662,-64.56434,2,
"Sampling Grid",730.170,-63.28693,-64.63912,2,
"Sampling Grid",730.175,-63.2572,-64.71374,2,
"Sampling Grid",730.180,-63.22743,-64.78821,2,
"Sampling Grid",730.185,-63.19762,-64.86253,2,
"Sampling Grid",730.190,-63.16777,-64.93669,2,
"Sampling Grid",730.195,-63.13789,-65.0107,2,
"Sampling Grid",730.200,-63.10797,-65.08456,2,
"Sampling Grid",735.000,-64.23882,-61.94337,2,
"Sampling Grid",735.500,-64.21054,-62.02336,2,
