"studyName","Event","Cast","Bottle","Datetime GMT","Station Name","Line","Station","Latitude (º)","Longitude (º)","Irradiance (%)","Depth (m)","[PO4]3- (µmol/L)","[SiO4]4- (µmol/L)","[NO2]- (µmol/L)","[NO3]- (µmol/L)","[NH4]+ (µmol/L)","Nitrite and Nitrate (µmol/L)","Notes"
LMG10-01,225,,1,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,655,2.4,108.4,,,,32.5,
LMG10-01,225,,3,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,500,2.4,100.7,,,,32.9,
LMG10-01,225,,5,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,380,2.4,89.6,,,,33.5,
LMG10-01,225,,7,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,250,2.5,98.7,,,,33.7,
LMG10-01,225,,9,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,150,2.4,86.9,,,,32.3,
LMG10-01,225,,11,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,100,2.1,73.5,,,,29.6,
LMG10-01,225,,13,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,75,2.1,69.1,,,,28.9,
LMG10-01,225,,15,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,42,1.7,65.4,,,,23.4,
LMG10-01,225,,17,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,30,1.6,65,,,,23.2,
LMG10-01,225,,19,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,20,1.6,64.7,,,,23.3,
LMG10-01,225,,21,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,8,1.6,62.9,,,,23.3,
LMG10-01,225,,23,"2006-01-13 13:06:00",,300,40,-66.891,-68.921,,0,1.6,64.1,,,,23.2,
LMG10-01,232,,1,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,738,2.2,101.5,,,,32.7,
LMG10-01,232,,3,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,450,2.2,89.4,,,,33.4,
LMG10-01,232,,5,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,300,2.2,94,,,,33.9,
LMG10-01,232,,7,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,150,2.1,86.6,,,,32.3,
LMG10-01,232,,9,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,100,1.9,75.2,,,,30.6,
LMG10-01,232,,11,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,70,1.9,74.9,,,,29.1,
LMG10-01,232,,13,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,50,1.5,71.7,,,,24.9,
LMG10-01,232,,15,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,35,1.5,68.6,,,,24.3,
LMG10-01,232,,17,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,25,1.5,53.7,,,,24.3,
LMG10-01,232,,19,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,10,1.5,61.1,,,,24.4,
LMG10-01,232,,21,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,5,1.6,69.3,,,,24.3,
LMG10-01,232,,23,"2006-01-13 22:26:00",,200,40,-67.508,-70.59,,0,1.5,69,,,,24.5,
LMG10-01,-999,,,"2006-01-14 03:42:00",,200,60,-67.383,-70.897,,,1.7,60,,,,26.4,underway
LMG10-01,-999,,,"2006-01-14 03:49:00",,200,80,-67.247,-70.217,,,-999,-999,,,,-999,underway
LMG10-01,247,,1,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,450,2.2,102.8,,,,33,
LMG10-01,247,,3,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,300,2.2,90.5,,,,33.4,
LMG10-01,247,,5,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,200,2.3,102.2,,,,33.8,
LMG10-01,247,,7,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,150,2.3,94.5,,,,34.1,
LMG10-01,247,,9,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,100,2,77.5,,,,30.9,
LMG10-01,247,,11,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,75,1.9,71.7,,,,29.9,
LMG10-01,247,,13,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,50,1.5,62.7,,,,24.7,
LMG10-01,247,,15,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,35,1.5,64.5,,,,24.5,
LMG10-01,247,,17,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,25,1.5,64.7,,,,24.7,
LMG10-01,247,,19,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,10,1.5,63.8,,,,24.7,
LMG10-01,247,,21,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,5,1.5,65.1,,,,24.8,
LMG10-01,247,,23,"2006-01-14 06:52:00",,200,100,-67.103,-71.545,,0,1.5,63.6,,,,24.7,
LMG10-01,258,,1,"2006-01-15 19:00:00",,200,160,-66.725,-72.517,,3300,2.2,136.2,,,,34.2,
LMG10-01,258,,3,"2006-01-16 19:00:00",,200,160,-66.725,-72.517,,2400,2.2,114.2,,,,34,
LMG10-01,258,,5,"2006-01-17 19:00:00",,200,160,-66.725,-72.517,,1500,2.1,113.7,,,,33.6,
LMG10-01,258,,7,"2006-01-18 19:00:00",,200,160,-66.725,-72.517,,1000,2.1,99.9,,,,33.5,
LMG10-01,258,,9,"2006-01-19 19:00:00",,200,160,-66.725,-72.517,,380,2.2,94.3,,,,33.9,
LMG10-01,258,,11,"2006-01-20 19:00:00",,200,160,-66.725,-72.517,,100,2.1,59.3,,,,32.3,
LMG10-01,258,,13,"2006-01-21 19:00:00",,200,160,-66.725,-72.517,,80,-999,-999,,,,-999,
LMG10-01,258,,15,"2006-01-22 19:00:00",,200,160,-66.725,-72.517,,60,1.5,38.6,,,,26.2,
LMG10-01,258,,17,"2006-01-23 19:00:00",,200,160,-66.725,-72.517,,40,1.4,33.5,,,,24.9,
LMG10-01,258,,19,"2006-01-24 19:00:00",,200,160,-66.725,-72.517,,20,1.4,35.3,,,,25.1,
LMG10-01,258,,21,"2006-01-25 19:00:00",,200,160,-66.725,-72.517,,1,1.4,35.7,,,,25.3,
LMG10-01,258,,23,"2006-01-26 19:00:00",,200,160,-66.725,-72.517,,0,1.4,33.6,,,,25.6,
LMG10-01,264,,1,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,450,2.2,113.3,,,,33.9,
LMG10-01,264,,3,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,300,2.2,100.3,,,,34.4,
LMG10-01,264,,5,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,250,2.3,103.4,,,,34.7,
LMG10-01,264,,7,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,200,2.3,94.4,,,,35.3,
LMG10-01,264,,9,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,150,2.1,88,,,,33.4,
LMG10-01,264,,11,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,100,1.9,66.8,,,,31.2,
LMG10-01,264,,13,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,70,1.9,71.9,,,,31,
LMG10-01,264,,15,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,55,1.8,65.3,,,,29.1,
LMG10-01,264,,17,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,35,1.6,54.3,,,,26.3,
LMG10-01,264,,19,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,20,1.6,52.6,,,,26.5,
LMG10-01,264,,21,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,10,1.6,54,,,,26.6,
LMG10-01,264,,23,"2006-01-16 06:08:00",,100,100,-67.703,-73.273,,0,1.6,53.9,,,,26.8,
LMG10-01,276,,1,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,350,2.2,106.9,,,,33.7,
LMG10-01,276,,3,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,350,2.2,109.2,,,,33.8,
LMG10-01,276,,5,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,300,2.2,109.5,,,,34.2,
LMG10-01,276,,7,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,200,2.2,103,,,,33.1,
LMG10-01,276,,9,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,100,2,78.4,,,,30.1,
LMG10-01,276,,11,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,75,1.9,78.4,,,,29.9,
LMG10-01,276,,13,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,55,1.9,81.3,,,,29.2,
LMG10-01,276,,15,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,40,1.6,67.8,,,,25.3,
LMG10-01,276,,17,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,40,1.6,68.7,,,,25.2,
LMG10-01,276,,19,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,20,1.6,67.5,,,,25.1,
LMG10-01,276,,21,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,10,1.5,66.5,,,,25.1,
LMG10-01,276,,23,"2006-01-16 13:50:00",,100,40,-68.112,-72.345,,0,1.5,68.4,,,,25.3,
LMG10-01,286,,1,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,592,2.4,100.5,,,,31.8,
LMG10-01,286,,3,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,350,2.4,57.2,,,,31.6,
LMG10-01,286,,5,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,200,2.2,64.2,,,,28.9,
LMG10-01,286,,7,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,100,2.1,57.7,,,,28.4,
LMG10-01,286,,9,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,80,2,62.2,,,,27,
LMG10-01,286,,11,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,60,1.8,54.3,,,,23.5,
LMG10-01,286,,13,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,40,1.5,69.4,,,,20.9,
LMG10-01,286,,15,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,,-999,-999,,,,-999,
LMG10-01,286,,17,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,30,1.5,68.9,,,,21,
LMG10-01,286,,19,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,15,1.5,71.5,,,,21.2,
LMG10-01,286,,21,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,4,-999,-999,,,,-999,
LMG10-01,286,,23,"2006-01-17 18:15:00",,167,-33,-68.167,-69.998,,0,1.5,68.8,,,,21.8,
LMG10-01,292,,1,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,600,2.4,106,,,,32.7,
LMG10-01,292,,3,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,400,2.4,79.2,,,,33,
LMG10-01,292,,5,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,300,2.4,71.1,,,,33.6,
LMG10-01,292,,7,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,200,2.4,86.4,,,,33,
LMG10-01,292,,9,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,100,2.2,73.6,,,,29.7,
LMG10-01,292,,11,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,80,2.1,71.6,,,,28.2,
LMG10-01,292,,13,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,60,2,68.5,,,,27.3,
LMG10-01,292,,15,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,40,1.6,63.2,,,,22.6,
LMG10-01,292,,17,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,30,1.5,62,,,,21.4,
LMG10-01,292,,19,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,15,1.5,62.1,,,,21.5,
LMG10-01,292,,21,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,4,1.5,56.5,,,,21.8,
LMG10-01,292,,23,"2006-01-18 02:00:00",,167,-33,-68.165,-70.002,,0,1.5,64.1,,,,22.1,
LMG10-01,307,,1,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,611,2.4,106.3,,,,33,
LMG10-01,307,,3,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,400,2.4,102.6,,,,33.2,
LMG10-01,307,,5,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,200,2.3,78.3,,,,32.4,
LMG10-01,307,,7,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,100,2.1,71.6,,,,28.8,
LMG10-01,307,,9,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,80,2.1,74.7,,,,28.9,
LMG10-01,307,,11,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,60,2,71.7,,,,27.3,
LMG10-01,307,,13,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,40,1.9,68.5,,,,25.4,
LMG10-01,307,,15,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,30,1.6,65.1,,,,21.6,
LMG10-01,307,,17,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,20,1.4,62.9,,,,20.2,
LMG10-01,307,,19,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,10,1.4,63.8,,,,20.6,
LMG10-01,307,,21,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,4,1.4,64.2,,,,20.9,
LMG10-01,307,,23,"2006-01-18 17:55:00",,167,-33,-68.182,-69.973,,0,1.4,61.4,,,,20.9,
LMG10-01,311,,1,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,800,2.4,87.1,,,,32.8,
LMG10-01,311,,3,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,600,2.4,108,,,,32.7,
LMG10-01,311,,5,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,500,2.4,99.2,,,,32.8,
LMG10-01,311,,7,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,250,2.4,91.3,,,,32.9,
LMG10-01,311,,9,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,100,2.1,52.8,,,,28.9,
LMG10-01,311,,11,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,60,2,59.1,,,,26,
LMG10-01,311,,13,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,40,1.7,64.4,,,,23.2,
LMG10-01,311,,15,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,25,1.5,62.6,,,,22,
LMG10-01,311,,17,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,25,1.5,62.2,,,,22,
LMG10-01,311,,19,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,15,1.5,50,,,,21.7,
LMG10-01,311,,21,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,4,1.5,62.4,,,,22,
LMG10-01,311,,23,"2006-01-19 03:01:00",,167,-33,-68.147,-70.025,,0,1.5,58.6,,,,22,
LMG10-01,322,,1,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,420,2.1,96.6,,,,29.1,
LMG10-01,322,,3,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,350,-999,-999,,,,-999,
LMG10-01,322,,5,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,280,2.2,82,,,,32,
LMG10-01,322,,7,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,150,2.1,65.7,,,,22,
LMG10-01,322,,9,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,100,2,64.6,,,,23.6,
LMG10-01,322,,11,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,75,1.8,57.2,,,,21.7,
LMG10-01,322,,13,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,60,2,68.4,,,,26.5,
LMG10-01,322,,15,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,30,1.5,61.1,,,,21.8,
LMG10-01,322,,17,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,22,1.5,61.2,,,,21.9,
LMG10-01,322,,19,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,15,1.3,46.5,,,,18.8,
LMG10-01,322,,21,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,4,1.5,60.8,,,,21.7,
LMG10-01,322,,23,"2006-01-19 19:15:00",,167,-33,-68.135,-70.228,,0,1.5,61.4,,,,21.7,
LMG10-01,338,,1,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,2000,2.2,135.2,,,,33,
LMG10-01,338,,3,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,1500,2.2,127.2,,,,33,
LMG10-01,338,,5,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,1000,2.2,113.1,,,,32.6,
LMG10-01,338,,7,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,500,2.1,98.4,,,,33,
LMG10-01,338,,9,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,250,2.3,90.9,,,,34.5,
LMG10-01,338,,11,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,100,1.9,64.4,,,,30.3,
LMG10-01,338,,13,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,60,1.7,64.7,,,,27.6,
LMG10-01,338,,15,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,47,1.9,56.3,,,,26.4,
LMG10-01,338,,17,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,35,1.6,51.7,,,,26.1,
LMG10-01,338,,19,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,25,1.6,53.5,,,,26,
LMG10-01,338,,21,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,10,1.6,51.2,,,,26,
LMG10-01,338,,23,"2006-01-20 23:08:00",,0,120,-68.135,-75.418,,0,1.6,50.8,,,,26.2,
LMG10-01,344,,,"2006-01-21 04:10:00",,0,100,-68.264,-75.142,,-999,-999,-999,,,,-999,underway
LMG10-01,345,,,"2006-01-21 05:13:00",,0,80,-68.405,-75.823,,-999,-999,-999,,,,-999,underway
LMG10-01,347,,,"2006-01-21 06:10:00",,0,60,-68.543,-74.523,,-999,1.8,61.6,,,,28.7,underway
LMG10-01,350,,1,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,540,1.7,64.7,,,,27.9,
LMG10-01,350,,3,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,350,2.3,112,,,,33.4,
LMG10-01,350,,5,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,250,2.2,50.2,,,,33.7,
LMG10-01,350,,7,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,200,2.2,103.7,,,,32.9,
LMG10-01,350,,9,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,150,2.2,94.5,,,,33,
LMG10-01,350,,11,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,100,2,82.9,,,,31.2,
LMG10-01,350,,13,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,70,1.8,73.8,,,,28.5,
LMG10-01,350,,15,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,50,1.6,71.1,,,,26.3,
LMG10-01,350,,17,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,25,1.4,68.7,,,,24.1,
LMG10-01,350,,19,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,15,1.5,74,,,,22.2,
LMG10-01,350,,21,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,4,1.5,71,,,,23.4,
LMG10-01,350,,23,"2006-01-21 08:34:00",,0,40,-68.69,-74.187,,0,1.4,74.4,,,,23.6,
LMG10-01,355,,,"2006-01-21 12:35:00",,0,20,-68.82,-73.901,,-999,1.1,53.7,,,,17.6,underway
LMG10-01,358,,1,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,185,2,88.6,,,,30.6,
LMG10-01,358,,3,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,150,2,75.2,,,,30.1,
LMG10-01,358,,5,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,125,2,77,,,,30,
LMG10-01,358,,7,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,100,1.9,87.2,,,,29.4,
LMG10-01,358,,9,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,70,1.8,86,,,,27.8,
LMG10-01,358,,11,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,50,1.5,67.2,,,,22.5,
LMG10-01,358,,13,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,35,0.9,69.4,,,,17.6,
LMG10-01,358,,15,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,25,0.8,60.3,,,,16.3,
LMG10-01,358,,17,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,20,0.7,64.2,,,,16.1,
LMG10-01,358,,19,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,12,0.7,71.3,,,,15.3,
LMG10-01,358,,21,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,4,0.7,72.8,,,,15.1,
LMG10-01,358,,23,"2006-01-21 14:09:00",,0,0,-68.967,-73.558,,0,0.7,70.6,,,,15.1,
LMG10-01,372,,1,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,95,2,85.8,,,,29.5,
LMG10-01,372,,3,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,90,2,83.9,,,,29.6,
LMG10-01,372,,5,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,80,2,86.1,,,,29.7,
LMG10-01,372,,7,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,72,1.9,82.6,,,,28.8,
LMG10-01,372,,9,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,60,1.7,74.9,,,,26.1,
LMG10-01,372,,11,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,50,1.5,73.1,,,,22.9,
LMG10-01,372,,13,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,40,1.3,73,,,,21.5,
LMG10-01,372,,15,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,30,1.2,72.4,,,,21,
LMG10-01,372,,17,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,18,1.2,72.8,,,,20.9,
LMG10-01,372,,19,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,10,1.2,74.2,,,,21.1,
LMG10-01,372,,21,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,5,1.2,74,,,,21.1,
LMG10-01,372,,23,"2006-01-21 22:16:00",,100,0,-68.383,-71.702,,0,1.2,67.8,,,,21,
LMG10-01,386,,1,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,375,2.4,111.4,,,,33.3,
LMG10-01,386,,3,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,300,2.4,95.1,,,,33.3,
LMG10-01,386,,5,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,200,2.4,92.2,,,,33,
LMG10-01,386,,7,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,150,2.3,88.5,,,,31.9,
LMG10-01,386,,9,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,100,2.2,70.4,,,,29.5,
LMG10-01,386,,11,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,75,1.9,70.7,,,,26,
LMG10-01,386,,13,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,60,1.9,62.3,,,,24.1,
LMG10-01,386,,15,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,42,1.7,57.6,,,,23.2,
LMG10-01,386,,17,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,20,1.4,45.6,,,,20.9,
LMG10-01,386,,19,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,10,1.4,61.4,,,,20.5,
LMG10-01,386,,21,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,3,1.3,39.3,,,,20.6,
LMG10-01,386,,23,"2006-01-24 10:16:00",,200,-40,-68.03,-69.283,,0,1.4,59,,,,20.6,
LMG10-01,420,,1,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,213,2.4,95.3,,,,30.1,
LMG10-01,420,,3,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,180,2.3,80.4,,,,29.3,
LMG10-01,420,,5,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,150,2.2,84.8,,,,29,
LMG10-01,420,,7,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,100,2.1,81.7,,,,27.6,
LMG10-01,420,,9,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,75,2.1,77.8,,,,28.7,
LMG10-01,420,,11,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,50,1.9,72.4,,,,25.6,
LMG10-01,420,,13,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,30,1.9,80.2,,,,25.4,
LMG10-01,420,,17,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,12,1.2,68.2,,,,18.7,
LMG10-01,420,,19,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,8,1.1,71.3,,,,17.2,
LMG10-01,420,,21,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,4,1.3,69.7,,,,19.3,
LMG10-01,420,,23,"2006-01-27 17:30:00",,-100,0,-69.5,-75.507,,0,1.2,64.5,,,,18.9,
LMG11-01,12,,1,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,600,2.1,111.8,,,,33.8,
LMG11-01,12,,3,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,400,2.1,104.5,,,,34.4,
LMG11-01,12,,4,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,300,2.1,98.8,,,,34.5,
LMG11-01,12,,5,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,200,2,91.4,,,,34.3,
LMG11-01,12,,7,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,150,1.9,82,,,,30.9,
LMG11-01,12,,9,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,125,1.8,72.4,,,,29,
LMG11-01,12,,11,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,100,1.5,55.6,,,,25.3,
LMG11-01,12,,13,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,70,1.5,56.8,,,,25,
LMG11-01,12,,15,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,50,1.5,56.3,,,,25.1,
LMG11-01,12,,17,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,25,1.5,59.4,,,,24.7,
LMG11-01,12,,19,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,10,1.5,61.6,,,,24,
LMG11-01,12,,23,"2011-01-07 17:10:00",,600,100,-64.57333,-65.34,,0,1.4,62.1,,,,24.2,
LMG11-01,33,,2,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,3000,2,142.8,,,,34.6,
LMG11-01,33,,3,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,2000,2,135.2,,,,34.3,
LMG11-01,33,,5,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,1000,2,116.2,,,,34.1,
LMG11-01,33,,7,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,400,2,89.3,,,,35.3,
LMG11-01,33,,9,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,250,2.2,85.7,,,,36.2,
LMG11-01,33,,11,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,150,2.2,76.3,,,,36.1,
LMG11-01,33,,13,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,100,1.9,54.7,,,,31.5,
LMG11-01,33,,15,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,70,1.7,42.2,,,,27.5,
LMG11-01,33,,17,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,45,1.5,34.7,,,,25.9,
LMG11-01,33,,19,"2011-01-08 07:15:00",,600,200,-63.96333,-66.855,,20,1.5,33.9,,,,25.9,
